"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","temp","dewp","ttsplitcheckcombined2.visib","wdsp","Num_collision"
"177",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2013,60.8,59.5,1.8,13.2,0.690058479532164
"178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2013,64,55.9,8.1,14,0.807017543859649
"179",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2013,60.8,52.4,10,8.7,0.672514619883041
"180",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2013,55,50.7,7,18.3,0.91812865497076
"181",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013,62.4,52.3,10,7.4,0.719298245614035
"182",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,66.7,65.3,4.1,10.4,0.783625730994152
"183",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,67.7,65.5,4,9.5,0.678362573099415
"184",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,68.7,67.2,2.5,9.5,0.719298245614035
"185",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,69.8,68,1.8,11.9,0.380116959064327
"186",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,71.6,68.2,6.8,12.4,0.60233918128655
"187",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,73,69.2,8.1,13.1,0.473684210526316
"188",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,74.4,69.8,9,9.1,0.543859649122807
"189",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,72.6,68.9,6.7,10.7,0.713450292397661
"190",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,72.7,69.3,5.7,7,0.666666666666667
"191",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,71.1,69.7,1.9,7.1,0.742690058479532
"192",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,71.8,69.7,4.9,9.5,0.736842105263158
"193",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,69.4,67.8,3.1,6.7,0.801169590643275
"194",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,67.9,66.3,3.3,6.2,0.619883040935672
"195",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,72.9,70.5,4.5,5.3,0.532163742690059
"196",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,76.3,71.2,9.3,5.7,0.690058479532164
"197",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,77.4,68.4,8.3,7.3,0.678362573099415
"198",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,72.9,65.8,9.9,5.6,0.684210526315789
"199",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,75.6,69.6,8.1,6.8,0.760233918128655
"200",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,73.9,71.4,2.8,9.6,0.923976608187134
"201",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,74.5,71.7,3.3,11.8,0.614035087719298
"202",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,72.8,69.1,6.6,5.3,0.485380116959064
"203",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,68.3,65.9,5.6,5.1,0.631578947368421
"204",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,72.1,70,3.7,8.1,0.666666666666667
"205",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,74.9,71.6,5.7,8.4,0.812865497076023
"206",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,67.7,62.8,9.7,13.8,0.690058479532164
"207",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,66.1,64.4,6,15,0.900584795321637
"208",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,69.1,66.1,9.6,8.8,0.725146198830409
"209",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,69.8,68,5.7,6.5,0.590643274853801
"210",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,69.2,67.1,6.5,5.3,0.766081871345029
"211",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,71.2,64.3,7.8,7.8,0.672514619883041
"212",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,70.6,62.6,10,6.7,0.754385964912281
"213",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,68.9,64.7,9.8,5.3,0.736842105263158
"214",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,69.7,66,9.5,8.3,0.771929824561403
"215",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,69.3,66.1,7.2,10.9,0.660818713450292
"216",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,69.4,61.9,9,8.3,0.60233918128655
"217",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,68.1,54.5,10,12.2,0.660818713450292
"218",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,66.2,54.5,10,5.3,0.672514619883041
"219",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,64.5,55.9,9.9,5.1,0.596491228070175
"220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,67.8,64,10,6.7,0.713450292397661
"221",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,70.7,68.8,9.3,13.1,0.649122807017544
"222",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,72.4,66.5,6.4,11.2,0.631578947368421
"223",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,69.5,56.7,10,7.5,0.485380116959064
"224",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,68.2,63.2,10,7.2,0.631578947368421
"225",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,67.8,66.7,4.6,3.4,0.736842105263158
"226",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,68.4,59.6,8.3,9.6,0.748538011695906
"227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,67.2,52.7,10,10.2,0.812865497076023
"228",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,67.4,59.7,10,8.2,0.883040935672515
"229",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,67.3,59.8,10,3.2,0.578947368421053
"230",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,64.8,58.4,8.4,3.3,0.619883040935672
"231",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,65.5,60.8,9.5,8.1,0.584795321637427
"232",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,71,64.7,9.5,7,0.654970760233918
"233",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,70.3,66.7,7.1,6.5,0.742690058479532
"234",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,70.5,68.9,3.9,9.8,0.742690058479532
"235",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,70.6,65,7.8,12.1,0.812865497076023
"236",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,66.2,55.2,10,10.7,0.538011695906433
"237",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,64,54.6,10,6.7,0.578947368421053
"238",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,68.3,64.1,10,11.2,0.619883040935672
"239",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,68,66.6,4.5,8,0.701754385964912
"240",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,66.4,64.6,3.9,6.8,0.64327485380117
"241",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,65.7,63.7,5.8,11.3,0.713450292397661
"242",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,65,59.2,9.9,10.8,0.637426900584795
"243",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,69.4,67,7,10.9,0.543859649122807
"244",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,70.7,68.3,7.5,10.1,0.491228070175439
"245",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,70.8,68.7,7,7.7,0.450292397660819
"246",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,70.1,69,2,6.8,0.713450292397661
"247",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,68.5,61.9,8.9,8.8,0.742690058479532
"248",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,67.4,62.1,10,10.4,0.625730994152047
"249",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,60.3,47.8,10,5.3,0.60233918128655
"250",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,63.6,50.4,10,10.2,0.789473684210526
"251",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,68,59.3,10,13.3,0.549707602339181
"252",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,59.8,42.5,10,8.2,0.777777777777778
"253",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,65.5,57.5,10,10.1,0.847953216374269
"254",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,69.9,66.8,6.8,10.9,0.760233918128655
"255",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,70.2,67.6,5.3,11.4,0.871345029239766
"256",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,69.1,67,6.1,8.9,0.847953216374269
"257",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,64.5,57.6,10,9.1,0.672514619883041
"258",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,61.2,50.7,10,6.6,0.56140350877193
"259",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,62.4,54.8,10,7.4,0.748538011695906
"260",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,56.1,43.1,10,16.3,0.725146198830409
"261",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,56.1,42.7,10,5.8,0.596491228070175
"262",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,62.4,54.6,10,9.6,0.783625730994152
"263",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,62.6,58.5,9.5,6.2,0.771929824561403
"264",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,63.6,60.3,9.9,7.8,0.690058479532164
"265",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,66.3,63.4,8.8,9.8,0.695906432748538
"266",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,57.5,44.9,10,10.4,0.789473684210526
"267",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,54.5,42.7,10,8.4,0.766081871345029
"268",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,55.3,45.3,10,4.5,0.637426900584795
"269",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,56.8,46.4,10,8,0.64327485380117
"270",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2013,58.1,51.2,10,11.5,0.637426900584795
"271",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,59.2,50.1,10,7.4,0.760233918128655
"272",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,54.9,50.1,10,7.8,0.614035087719298
"273",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2013,59.5,54.3,9.8,10.4,0.684210526315789
"274",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,62.1,51.8,10,8,0.719298245614035
"275",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,64.8,58.1,9.3,8.7,0.777777777777778
"276",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,65.8,56.3,10,6.5,0.754385964912281
"277",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,62.8,57.5,9.3,5.2,0.865497076023392
"278",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,61.3,57.7,9.6,4.2,0.654970760233918
"279",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,59.1,54.8,6.9,7.2,0.456140350877193
"280",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,65.7,62.3,8.5,11.9,0.707602339181287
"281",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,61.5,51.6,8.7,12.2,0.678362573099415
"282",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,56.4,44.3,10,11.6,0.614035087719298
"283",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,58.4,52.6,10,11.6,0.713450292397661
"284",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,60.6,56.6,10,13.3,0.923976608187134
"285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,58.6,53.4,10,13.2,0.666666666666667
"286",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,55.1,45.6,10,11.4,0.590643274853801
"287",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,51.5,44,10,4.6,0.432748538011696
"288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,53.9,47.3,10,6.3,0.690058479532164
"289",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,57.5,55.4,6.2,9.3,0.766081871345029
"290",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,59.4,57.4,7.9,6.1,0.666666666666667
"291",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,62.3,57,8.8,11,0.859649122807018
"292",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,57.3,45,10,6.2,0.654970760233918
"293",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,58.3,47.4,10,9.4,0.649122807017544
"294",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,54.4,41.1,10,7.1,0.672514619883041
"295",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,59.1,52.4,10,6.1,0.590643274853801
"296",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,52.5,44.6,9.8,7.9,0.766081871345029
"297",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,48.4,34.5,9.9,10.8,0.888888888888889
"298",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,48,30.2,10,9.2,0.725146198830409
"299",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2013,49,32.9,10,13.7,0.719298245614035
"300",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,54.3,38.7,10,13.8,0.573099415204678
"301",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2013,50.7,33,10,10.3,0.736842105263158
"302",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2013,47.5,34.1,10,6.8,0.690058479532164
"303",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2013,46.8,38.6,10,5.2,0.725146198830409
"304",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2013,54.8,50.9,9.1,6,0.725146198830409
"305",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,62.3,59.7,6.3,18.2,0.95906432748538
"306",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,57.4,55.2,6.4,5.6,0.672514619883041
"307",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,49.4,43.7,8.8,12,0.514619883040936
"308",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,42,26,10,13.9,0.625730994152047
"309",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,43.5,30.4,10,3.9,0.678362573099415
"310",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,46.5,41.4,10,3.7,0.789473684210526
"311",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,57.8,55.7,7.1,11.4,0.690058479532164
"312",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,47.1,32,10,13.7,0.812865497076023
"313",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,41.7,22.4,10,12.9,0.807017543859649
"314",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,52.5,39.7,10,13,0.596491228070175
"315",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,47.1,30.4,10,15.9,0.608187134502924
"316",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,45.7,36.8,8.5,16.5,0.795321637426901
"317",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,33.5,20.7,10,12.6,0.660818713450292
"318",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,42.8,27.4,10,14.2,0.783625730994152
"319",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,53,39.1,10,12.3,0.859649122807018
"320",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,51.2,43.6,9.6,6.5,0.649122807017544
"321",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,48.9,45.9,6.8,7,0.514619883040936
"322",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,55.9,53.7,5,13.5,0.649122807017544
"323",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2013,47,29.2,9.8,14,0.695906432748538
"324",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,38,21.5,10,14.5,0.678362573099415
"325",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,39,26.7,10,4.9,0.818713450292398
"326",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,46.2,41.9,9.4,5.6,0.941520467836257
"327",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,47.3,34.3,9.6,9.9,0.678362573099415
"328",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2013,30.5,9.2,10,18.3,0.578947368421053
"329",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2013,27,4.4,10,15.4,0.766081871345029
"330",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2013,53.3,51.9,5.2,20,0.713450292397661
"331",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2013,40.1,28.4,9.4,14.9,0.409356725146199
"332",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2013,31.2,12.9,10,8.7,0.491228070175439
"333",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2013,31.3,15.4,10,6.5,0.56140350877193
"334",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,43.1,35,9.8,10.9,0.491228070175439
"335",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,44,42.1,7,7.1,0.649122807017544
"336",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,41.8,38.2,10,11.7,0.730994152046784
"337",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,39.8,31.7,9.8,6.4,0.666666666666667
"338",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,43.4,40.5,8.3,7.4,0.649122807017544
"339",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,50.6,49.7,3,8.4,0.994152046783626
"340",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,39.7,34.5,7.8,11.8,0.684210526315789
"341",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,34,19.4,10,8.8,0.555555555555556
"342",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,40.8,36.3,6.8,11.2,0.666666666666667
"343",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,38.8,35.1,6.7,9.1,0.637426900584795
"344",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,31.8,20.6,9.9,12.8,0.766081871345029
"345",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,28.1,11.3,10,11.5,0.871345029239766
"346",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,28.1,12,9.9,12.7,0.912280701754386
"347",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,26.9,15.8,8.1,10.7,0.725146198830409
"348",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,40,37.1,5.8,18.9,0.549707602339181
"349",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2013,32,15.5,10,12.5,0.812865497076023
"350",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,28.6,15.9,9,9.6,0.666666666666667
"351",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,35.4,30.1,8.7,13,0.824561403508772
"352",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,39.1,27.5,10,13.8,0.695906432748538
"353",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,42.5,37.5,8.3,7.4,0.754385964912281
"354",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,47.6,45.6,5.5,9,0.555555555555556
